names,lat,lon,years,sea_level_change
TAWAU,4.23,117.88,2110,905
TAWAU,4.23,117.88,2120,1036
TAWAU,4.23,117.88,2130,1162
TAWAU,4.23,117.88,2140,1280
TAWAU,4.23,117.88,2150,1394
TEJN,55.25,14.84,2020,72
TEJN,55.25,14.84,2030,128
TEJN,55.25,14.84,2040,198
TEJN,55.25,14.84,2050,274
TEJN,55.25,14.84,2060,354
TEJN,55.25,14.84,2070,450
TEJN,55.25,14.84,2080,558
TEJN,55.25,14.84,2090,680
TEJN,55.25,14.84,2100,812
TEJN,55.25,14.84,2110,880
TEJN,55.25,14.84,2120,994
TEJN,55.25,14.84,2130,1106
TEJN,55.25,14.84,2140,1216
TEJN,55.25,14.84,2150,1322
TEMA,5.62,0,2020,62
TEMA,5.62,0,2030,116
TEMA,5.62,0,2040,182
TEMA,5.62,0,2050,263
TEMA,5.62,0,2060,346
TEMA,5.62,0,2070,448
TEMA,5.62,0,2080,560
TEMA,5.62,0,2090,690
TEMA,5.62,0,2100,831
TEMA,5.62,0,2110,936
TEMA,5.62,0,2120,1066
TEMA,5.62,0,2130,1194
TEMA,5.62,0,2140,1314
TEMA,5.62,0,2150,1430
TENERIFE,28.48,-16.24,2020,70
TENERIFE,28.48,-16.24,2030,129
TENERIFE,28.48,-16.24,2040,201
TENERIFE,28.48,-16.24,2050,288
TENERIFE,28.48,-16.24,2060,376
TENERIFE,28.48,-16.24,2070,484
TENERIFE,28.48,-16.24,2080,604
TENERIFE,28.48,-16.24,2090,740
TENERIFE,28.48,-16.24,2100,885
TENERIFE,28.48,-16.24,2110,980
TENERIFE,28.48,-16.24,2120,1114
TENERIFE,28.48,-16.24,2130,1242
TENERIFE,28.48,-16.24,2140,1363
TENERIFE,28.48,-16.24,2150,1480
TERIBERKA,69.2,35.12,2020,74
TERIBERKA,69.2,35.12,2030,128
TERIBERKA,69.2,35.12,2040,192
TERIBERKA,69.2,35.12,2050,268
TERIBERKA,69.2,35.12,2060,347
TERIBERKA,69.2,35.12,2070,430
TERIBERKA,69.2,35.12,2080,528
TERIBERKA,69.2,35.12,2090,642
TERIBERKA,69.2,35.12,2100,769
TERIBERKA,69.2,35.12,2110,793
TERIBERKA,69.2,35.12,2120,894
TERIBERKA,69.2,35.12,2130,995
TERIBERKA,69.2,35.12,2140,1095
TERIBERKA,69.2,35.12,2150,1194
TERPIAI-TUMSA,73.55,118.67,2020,68
TERPIAI-TUMSA,73.55,118.67,2030,136
TERPIAI-TUMSA,73.55,118.67,2040,207
TERPIAI-TUMSA,73.55,118.67,2050,292
TERPIAI-TUMSA,73.55,118.67,2060,392
TERPIAI-TUMSA,73.55,118.67,2070,499
TERPIAI-TUMSA,73.55,118.67,2080,625
TERPIAI-TUMSA,73.55,118.67,2090,773
TERPIAI-TUMSA,73.55,118.67,2100,942
TERPIAI-TUMSA,73.55,118.67,2110,1008
TERPIAI-TUMSA,73.55,118.67,2120,1134
TERPIAI-TUMSA,73.55,118.67,2130,1258
TERPIAI-TUMSA,73.55,118.67,2140,1381
TERPIAI-TUMSA,73.55,118.67,2150,1501
THESSALONIKI,40.63,22.93,2020,56
THESSALONIKI,40.63,22.93,2030,102
THESSALONIKI,40.63,22.93,2040,158
THESSALONIKI,40.63,22.93,2050,228
THESSALONIKI,40.63,22.93,2060,298
THESSALONIKI,40.63,22.93,2070,379
THESSALONIKI,40.63,22.93,2080,470
THESSALONIKI,40.63,22.93,2090,584
THESSALONIKI,40.63,22.93,2100,706
THESSALONIKI,40.63,22.93,2110,781
THESSALONIKI,40.63,22.93,2120,893
THESSALONIKI,40.63,22.93,2130,1000
THESSALONIKI,40.63,22.93,2140,1104
THESSALONIKI,40.63,22.93,2150,1203
THEVENARD,-32.15,133.64,2020,48
THEVENARD,-32.15,133.64,2030,94
THEVENARD,-32.15,133.64,2040,150
THEVENARD,-32.15,133.64,2050,222
THEVENARD,-32.15,133.64,2060,294
THEVENARD,-32.15,133.64,2070,382
THEVENARD,-32.15,133.64,2080,482
THEVENARD,-32.15,133.64,2090,594
THEVENARD,-32.15,133.64,2100,718
THEVENARD,-32.15,133.64,2110,814
THEVENARD,-32.15,133.64,2120,934
THEVENARD,-32.15,133.64,2130,1050
THEVENARD,-32.15,133.64,2140,1158
THEVENARD,-32.15,133.64,2150,1260
TIKSI,71.58,128.92,2020,67
TIKSI,71.58,128.92,2030,141
TIKSI,71.58,128.92,2040,216
TIKSI,71.58,128.92,2050,302
TIKSI,71.58,128.92,2060,408
TIKSI,71.58,128.92,2070,523
TIKSI,71.58,128.92,2080,656
TIKSI,71.58,128.92,2090,812
TIKSI,71.58,128.92,2100,986
TIKSI,71.58,128.92,2110,1066
TIKSI,71.58,128.92,2120,1198
TIKSI,71.58,128.92,2130,1329
TIKSI,71.58,128.92,2140,1456
TIKSI,71.58,128.92,2150,1582
TILBURY,51.47,0.37,2020,66
TILBURY,51.47,0.37,2030,116
TILBURY,51.47,0.37,2040,178
TILBURY,51.47,0.37,2050,254
TILBURY,51.47,0.37,2060,330
TILBURY,51.47,0.37,2070,420
TILBURY,51.47,0.37,2080,522
TILBURY,51.47,0.37,2090,641
TILBURY,51.47,0.37,2100,774
TILBURY,51.47,0.37,2110,838
TILBURY,51.47,0.37,2120,949
TILBURY,51.47,0.37,2130,1056
TILBURY,51.47,0.37,2140,1160
TILBURY,51.47,0.37,2150,1260
TIMARU_HARBOUR,-44.39,171.26,2020,62
TIMARU_HARBOUR,-44.39,171.26,2030,110
TIMARU_HARBOUR,-44.39,171.26,2040,170
TIMARU_HARBOUR,-44.39,171.26,2050,250
TIMARU_HARBOUR,-44.39,171.26,2060,333
TIMARU_HARBOUR,-44.39,171.26,2070,436
TIMARU_HARBOUR,-44.39,171.26,2080,548
TIMARU_HARBOUR,-44.39,171.26,2090,680
TIMARU_HARBOUR,-44.39,171.26,2100,820
TIMARU_HARBOUR,-44.39,171.26,2110,934
TIMARU_HARBOUR,-44.39,171.26,2120,1067
TIMARU_HARBOUR,-44.39,171.26,2130,1196
TIMARU_HARBOUR,-44.39,171.26,2140,1316
TIMARU_HARBOUR,-44.39,171.26,2150,1432
TOBA,34.47,136.85,2020,55
TOBA,34.47,136.85,2030,120
TOBA,34.47,136.85,2040,190
TOBA,34.47,136.85,2050,269
TOBA,34.47,136.85,2060,354
TOBA,34.47,136.85,2070,466
TOBA,34.47,136.85,2080,584
TOBA,34.47,136.85,2090,722
TOBA,34.47,136.85,2100,876
TOBA,34.47,136.85,2110,984
TOBA,34.47,136.85,2120,1122
TOBA,34.47,136.85,2130,1254
TOBA,34.47,136.85,2140,1382
TOBA,34.47,136.85,2150,1504
TOBERMORY,56.62,-6.06,2020,66
TOBERMORY,56.62,-6.06,2030,114
TOBERMORY,56.62,-6.06,2040,169
TOBERMORY,56.62,-6.06,2050,236
TOBERMORY,56.62,-6.06,2060,304
TOBERMORY,56.62,-6.06,2070,386
TOBERMORY,56.62,-6.06,2080,478
TOBERMORY,56.62,-6.06,2090,581
TOBERMORY,56.62,-6.06,2100,699
TOBERMORY,56.62,-6.06,2110,742
TOBERMORY,56.62,-6.06,2120,837
TOBERMORY,56.62,-6.06,2130,930
TOBERMORY,56.62,-6.06,2140,1021
TOBERMORY,56.62,-6.06,2150,1108
TOFINO,49.15,-125.92,2020,38
TOFINO,49.15,-125.92,2030,66
TOFINO,49.15,-125.92,2040,108
TOFINO,49.15,-125.92,2050,165
TOFINO,49.15,-125.92,2060,227
TOFINO,49.15,-125.92,2070,302
TOFINO,49.15,-125.92,2080,394
TOFINO,49.15,-125.92,2090,501
TOFINO,49.15,-125.92,2100,614
TOFINO,49.15,-125.92,2110,678
TOFINO,49.15,-125.92,2120,778
TOFINO,49.15,-125.92,2130,876
TOFINO,49.15,-125.92,2140,971
TOFINO,49.15,-125.92,2150,1064
TOKE_POINT,46.71,-123.97,2020,45
TOKE_POINT,46.71,-123.97,2030,80
TOKE_POINT,46.71,-123.97,2040,127
TOKE_POINT,46.71,-123.97,2050,191
TOKE_POINT,46.71,-123.97,2060,256
TOKE_POINT,46.71,-123.97,2070,337
TOKE_POINT,46.71,-123.97,2080,434
TOKE_POINT,46.71,-123.97,2090,545
TOKE_POINT,46.71,-123.97,2100,658
TOKE_POINT,46.71,-123.97,2110,728
TOKE_POINT,46.71,-123.97,2120,834
TOKE_POINT,46.71,-123.97,2130,936
TOKE_POINT,46.71,-123.97,2140,1034
TOKE_POINT,46.71,-123.97,2150,1129
TOKUYAMA_I,34.03,131.8,2020,57
TOKUYAMA_I,34.03,131.8,2030,113
TOKUYAMA_I,34.03,131.8,2040,179
TOKUYAMA_I,34.03,131.8,2050,264
TOKUYAMA_I,34.03,131.8,2060,350
TOKUYAMA_I,34.03,131.8,2070,456
TOKUYAMA_I,34.03,131.8,2080,575
TOKUYAMA_I,34.03,131.8,2090,716
TOKUYAMA_I,34.03,131.8,2100,872
TOKUYAMA_I,34.03,131.8,2110,980
TOKUYAMA_I,34.03,131.8,2120,1117
TOKUYAMA_I,34.03,131.8,2130,1250
TOKUYAMA_I,34.03,131.8,2140,1378
TOKUYAMA_I,34.03,131.8,2150,1500
TOKUYAMA_II,34.04,131.8,2020,57
TOKUYAMA_II,34.04,131.8,2030,113
TOKUYAMA_II,34.04,131.8,2040,179
TOKUYAMA_II,34.04,131.8,2050,264
TOKUYAMA_II,34.04,131.8,2060,350
TOKUYAMA_II,34.04,131.8,2070,456
TOKUYAMA_II,34.04,131.8,2080,575
TOKUYAMA_II,34.04,131.8,2090,716
TOKUYAMA_II,34.04,131.8,2100,872
TOKUYAMA_II,34.04,131.8,2110,980
TOKUYAMA_II,34.04,131.8,2120,1117
TOKUYAMA_II,34.04,131.8,2130,1250
TOKUYAMA_II,34.04,131.8,2140,1378
TOKUYAMA_II,34.04,131.8,2150,1500
TOKYO_III,35.65,139.77,2020,58
TOKYO_III,35.65,139.77,2030,120
TOKYO_III,35.65,139.77,2040,190
TOKYO_III,35.65,139.77,2050,276
TOKYO_III,35.65,139.77,2060,362
TOKYO_III,35.65,139.77,2070,474
TOKYO_III,35.65,139.77,2080,600
TOKYO_III,35.65,139.77,2090,742
TOKYO_III,35.65,139.77,2100,902
TOKYO_III,35.65,139.77,2110,1012
TOKYO_III,35.65,139.77,2120,1154
TOKYO_III,35.65,139.77,2130,1290
TOKYO_III,35.65,139.77,2140,1420
TOKYO_III,35.65,139.77,2150,1546
TOLCHESTER_BEACH,39.21,-76.25,2020,79
TOLCHESTER_BEACH,39.21,-76.25,2030,150
TOLCHESTER_BEACH,39.21,-76.25,2040,228
TOLCHESTER_BEACH,39.21,-76.25,2050,316
TOLCHESTER_BEACH,39.21,-76.25,2060,406
TOLCHESTER_BEACH,39.21,-76.25,2070,510
TOLCHESTER_BEACH,39.21,-76.25,2080,620
TOLCHESTER_BEACH,39.21,-76.25,2090,746
TOLCHESTER_BEACH,39.21,-76.25,2100,876
TOLCHESTER_BEACH,39.21,-76.25,2110,968
TOLCHESTER_BEACH,39.21,-76.25,2120,1094
TOLCHESTER_BEACH,39.21,-76.25,2130,1217
TOLCHESTER_BEACH,39.21,-76.25,2140,1333
TOLCHESTER_BEACH,39.21,-76.25,2150,1446
TONGYEONG,34.83,128.43,2020,54
TONGYEONG,34.83,128.43,2030,108
TONGYEONG,34.83,128.43,2040,174
TONGYEONG,34.83,128.43,2050,256
TONGYEONG,34.83,128.43,2060,338
TONGYEONG,34.83,128.43,2070,442
TONGYEONG,34.83,128.43,2080,560
TONGYEONG,34.83,128.43,2090,700
TONGYEONG,34.83,128.43,2100,850
TONGYEONG,34.83,128.43,2110,955
TONGYEONG,34.83,128.43,2120,1091
TONGYEONG,34.83,128.43,2130,1222
TONGYEONG,34.83,128.43,2140,1348
TONGYEONG,34.83,128.43,2150,1466
TONOURA,34.9,132.07,2020,58
TONOURA,34.9,132.07,2030,112
TONOURA,34.9,132.07,2040,179
TONOURA,34.9,132.07,2050,264
TONOURA,34.9,132.07,2060,348
TONOURA,34.9,132.07,2070,456
TONOURA,34.9,132.07,2080,576
TONOURA,34.9,132.07,2090,717
TONOURA,34.9,132.07,2100,872
TONOURA,34.9,132.07,2110,980
TONOURA,34.9,132.07,2120,1118
TONOURA,34.9,132.07,2130,1250
TONOURA,34.9,132.07,2140,1378
TONOURA,34.9,132.07,2150,1500
TORSHAVN,62.02,-6.77,2020,70
TORSHAVN,62.02,-6.77,2030,114
TORSHAVN,62.02,-6.77,2040,165
TORSHAVN,62.02,-6.77,2050,222
TORSHAVN,62.02,-6.77,2060,274
TORSHAVN,62.02,-6.77,2070,333
TORSHAVN,62.02,-6.77,2080,404
TORSHAVN,62.02,-6.77,2090,484
TORSHAVN,62.02,-6.77,2100,588
TORSHAVN,62.02,-6.77,2110,600
TORSHAVN,62.02,-6.77,2120,674
TORSHAVN,62.02,-6.77,2130,749
TORSHAVN,62.02,-6.77,2140,820
TORSHAVN,62.02,-6.77,2150,891
TOSA_SHIMIZU,32.78,132.96,2020,59
TOSA_SHIMIZU,32.78,132.96,2030,116
TOSA_SHIMIZU,32.78,132.96,2040,182
TOSA_SHIMIZU,32.78,132.96,2050,271
TOSA_SHIMIZU,32.78,132.96,2060,361
TOSA_SHIMIZU,32.78,132.96,2070,465
TOSA_SHIMIZU,32.78,132.96,2080,586
TOSA_SHIMIZU,32.78,132.96,2090,728
TOSA_SHIMIZU,32.78,132.96,2100,886
TOSA_SHIMIZU,32.78,132.96,2110,996
TOSA_SHIMIZU,32.78,132.96,2120,1136
TOSA_SHIMIZU,32.78,132.96,2130,1270
TOSA_SHIMIZU,32.78,132.96,2140,1398
TOSA_SHIMIZU,32.78,132.96,2150,1522
TOULON,43.11,5.91,2020,59
TOULON,43.11,5.91,2030,106
TOULON,43.11,5.91,2040,164
TOULON,43.11,5.91,2050,233
TOULON,43.11,5.91,2060,306
TOULON,43.11,5.91,2070,392
TOULON,43.11,5.91,2080,490
TOULON,43.11,5.91,2090,605
TOULON,43.11,5.91,2100,735
TOULON,43.11,5.91,2110,808
TOULON,43.11,5.91,2120,920
TOULON,43.11,5.91,2130,1029
TOULON,43.11,5.91,2140,1132
TOULON,43.11,5.91,2150,1232
TOWER_PIER,51.5,0.08,2020,66
TOWER_PIER,51.5,0.08,2030,116
TOWER_PIER,51.5,0.08,2040,177
TOWER_PIER,51.5,0.08,2050,253
TOWER_PIER,51.5,0.08,2060,330
TOWER_PIER,51.5,0.08,2070,418
TOWER_PIER,51.5,0.08,2080,520
TOWER_PIER,51.5,0.08,2090,638
TOWER_PIER,51.5,0.08,2100,770
TOWER_PIER,51.5,0.08,2110,835
TOWER_PIER,51.5,0.08,2120,945
TOWER_PIER,51.5,0.08,2130,1052
TOWER_PIER,51.5,0.08,2140,1155
TOWER_PIER,51.5,0.08,2150,1254
TOWNSVILLE_I,-19.25,146.83,2020,55
TOWNSVILLE_I,-19.25,146.83,2030,108
TOWNSVILLE_I,-19.25,146.83,2040,171
TOWNSVILLE_I,-19.25,146.83,2050,249
TOWNSVILLE_I,-19.25,146.83,2060,330
TOWNSVILLE_I,-19.25,146.83,2070,432
TOWNSVILLE_I,-19.25,146.83,2080,546
TOWNSVILLE_I,-19.25,146.83,2090,682
TOWNSVILLE_I,-19.25,146.83,2100,828
TOWNSVILLE_I,-19.25,146.83,2110,934
TOWNSVILLE_I,-19.25,146.83,2120,1068
TOWNSVILLE_I,-19.25,146.83,2130,1195
TOWNSVILLE_I,-19.25,146.83,2140,1314
TOWNSVILLE_I,-19.25,146.83,2150,1429
TOYAMA,36.76,137.22,2020,58
TOYAMA,36.76,137.22,2030,114
TOYAMA,36.76,137.22,2040,179
TOYAMA,36.76,137.22,2050,264
TOYAMA,36.76,137.22,2060,348
TOYAMA,36.76,137.22,2070,456
TOYAMA,36.76,137.22,2080,576
TOYAMA,36.76,137.22,2090,719
TOYAMA,36.76,137.22,2100,870
TOYAMA,36.76,137.22,2110,978
TOYAMA,36.76,137.22,2120,1115
TOYAMA,36.76,137.22,2130,1248
TOYAMA,36.76,137.22,2140,1374
TOYAMA,36.76,137.22,2150,1496
TRAVEMUNDE,53.96,10.87,2020,74
TRAVEMUNDE,53.96,10.87,2030,132
TRAVEMUNDE,53.96,10.87,2040,202
TRAVEMUNDE,53.96,10.87,2050,282
TRAVEMUNDE,53.96,10.87,2060,361
TRAVEMUNDE,53.96,10.87,2070,455
TRAVEMUNDE,53.96,10.87,2080,560
TRAVEMUNDE,53.96,10.87,2090,680
TRAVEMUNDE,53.96,10.87,2100,818
TRAVEMUNDE,53.96,10.87,2110,886
TRAVEMUNDE,53.96,10.87,2120,1002
TRAVEMUNDE,53.96,10.87,2130,1114
TRAVEMUNDE,53.96,10.87,2140,1224
TRAVEMUNDE,53.96,10.87,2150,1330
TREGDE,58.01,7.55,2020,73
TREGDE,58.01,7.55,2030,128
TREGDE,58.01,7.55,2040,192
TREGDE,58.01,7.55,2050,269
TREGDE,58.01,7.55,2060,345
TREGDE,58.01,7.55,2070,434
TREGDE,58.01,7.55,2080,534
TREGDE,58.01,7.55,2090,648
TREGDE,58.01,7.55,2100,776
TREGDE,58.01,7.55,2110,831
TREGDE,58.01,7.55,2120,938
TREGDE,58.01,7.55,2130,1042
TREGDE,58.01,7.55,2140,1144
TREGDE,58.01,7.55,2150,1242
TRIBENI,22.98,88.4,2020,38
TRIBENI,22.98,88.4,2030,82
TRIBENI,22.98,88.4,2040,136
TRIBENI,22.98,88.4,2050,204
TRIBENI,22.98,88.4,2060,272
TRIBENI,22.98,88.4,2070,360
TRIBENI,22.98,88.4,2080,462
TRIBENI,22.98,88.4,2090,580
TRIBENI,22.98,88.4,2100,723
TRIBENI,22.98,88.4,2110,810
TRIBENI,22.98,88.4,2120,928
TRIBENI,22.98,88.4,2130,1042
TRIBENI,22.98,88.4,2140,1154
TRIBENI,22.98,88.4,2150,1260
TRIDENT_PIER,28.41,-80.59,2020,69
TRIDENT_PIER,28.41,-80.59,2030,127
TRIDENT_PIER,28.41,-80.59,2040,198
TRIDENT_PIER,28.41,-80.59,2050,282
TRIDENT_PIER,28.41,-80.59,2060,364
TRIDENT_PIER,28.41,-80.59,2070,463
TRIDENT_PIER,28.41,-80.59,2080,572
TRIDENT_PIER,28.41,-80.59,2090,698
TRIDENT_PIER,28.41,-80.59,2100,836
TRIDENT_PIER,28.41,-80.59,2110,930
TRIDENT_PIER,28.41,-80.59,2120,1058
TRIDENT_PIER,28.41,-80.59,2130,1180
TRIDENT_PIER,28.41,-80.59,2140,1298
TRIDENT_PIER,28.41,-80.59,2150,1408
TRIESTE,45.65,13.76,2020,53
TRIESTE,45.65,13.76,2030,95
TRIESTE,45.65,13.76,2040,146
TRIESTE,45.65,13.76,2050,210
TRIESTE,45.65,13.76,2060,278
TRIESTE,45.65,13.76,2070,355
TRIESTE,45.65,13.76,2080,444
TRIESTE,45.65,13.76,2090,552
TRIESTE,45.65,13.76,2100,678
TRIESTE,45.65,13.76,2110,744
TRIESTE,45.65,13.76,2120,850
TRIESTE,45.65,13.76,2130,953
TRIESTE,45.65,13.76,2140,1051
TRIESTE,45.65,13.76,2150,1145
TROIS-RIVIERES,46.33,-72.55,2020,26
TROIS-RIVIERES,46.33,-72.55,2030,42
TROIS-RIVIERES,46.33,-72.55,2040,60
TROIS-RIVIERES,46.33,-72.55,2050,76
TROIS-RIVIERES,46.33,-72.55,2060,94
TROIS-RIVIERES,46.33,-72.55,2070,110
TROIS-RIVIERES,46.33,-72.55,2080,128
TROIS-RIVIERES,46.33,-72.55,2090,144
TROIS-RIVIERES,46.33,-72.55,2100,162
TROIS-RIVIERES,46.33,-72.55,2110,178
TROIS-RIVIERES,46.33,-72.55,2120,196
TROIS-RIVIERES,46.33,-72.55,2130,212
TROIS-RIVIERES,46.33,-72.55,2140,230
TROIS-RIVIERES,46.33,-72.55,2150,246
TROMSO,69.65,18.96,2020,68
TROMSO,69.65,18.96,2030,114
TROMSO,69.65,18.96,2040,170
TROMSO,69.65,18.96,2050,236
TROMSO,69.65,18.96,2060,305
TROMSO,69.65,18.96,2070,376
TROMSO,69.65,18.96,2080,462
TROMSO,69.65,18.96,2090,560
TROMSO,69.65,18.96,2100,676
TROMSO,69.65,18.96,2110,690
TROMSO,69.65,18.96,2120,777
TROMSO,69.65,18.96,2130,863
TROMSO,69.65,18.96,2140,950
TROMSO,69.65,18.96,2150,1036
TRONDHEIM,63.43,10.43,2020,64
TRONDHEIM,63.43,10.43,2030,106
TRONDHEIM,63.43,10.43,2040,160
TRONDHEIM,63.43,10.43,2050,222
TRONDHEIM,63.43,10.43,2060,292
TRONDHEIM,63.43,10.43,2070,362
TRONDHEIM,63.43,10.43,2080,448
TRONDHEIM,63.43,10.43,2090,548
TRONDHEIM,63.43,10.43,2100,670
TRONDHEIM,63.43,10.43,2110,709
TRONDHEIM,63.43,10.43,2120,802
TRONDHEIM,63.43,10.43,2130,896
TRONDHEIM,63.43,10.43,2140,988
TRONDHEIM,63.43,10.43,2150,1080
TRONDHEIM_2,63.44,10.39,2020,64
TRONDHEIM_2,63.44,10.39,2030,106
TRONDHEIM_2,63.44,10.39,2040,160
TRONDHEIM_2,63.44,10.39,2050,223
TRONDHEIM_2,63.44,10.39,2060,292
TRONDHEIM_2,63.44,10.39,2070,362
TRONDHEIM_2,63.44,10.39,2080,449
TRONDHEIM_2,63.44,10.39,2090,548
TRONDHEIM_2,63.44,10.39,2100,670
TRONDHEIM_2,63.44,10.39,2110,709
TRONDHEIM_2,63.44,10.39,2120,802
TRONDHEIM_2,63.44,10.39,2130,896
TRONDHEIM_2,63.44,10.39,2140,988
TRONDHEIM_2,63.44,10.39,2150,1080
TSIM_BEI_TSUI,22.49,114.01,2020,50
TSIM_BEI_TSUI,22.49,114.01,2030,102
TSIM_BEI_TSUI,22.49,114.01,2040,163
TSIM_BEI_TSUI,22.49,114.01,2050,239
TSIM_BEI_TSUI,22.49,114.01,2060,316
TSIM_BEI_TSUI,22.49,114.01,2070,416
TSIM_BEI_TSUI,22.49,114.01,2080,528
TSIM_BEI_TSUI,22.49,114.01,2090,658
TSIM_BEI_TSUI,22.49,114.01,2100,803
TSIM_BEI_TSUI,22.49,114.01,2110,906
TSIM_BEI_TSUI,22.49,114.01,2120,1036
TSIM_BEI_TSUI,22.49,114.01,2130,1162
TSIM_BEI_TSUI,22.49,114.01,2140,1283
TSIM_BEI_TSUI,22.49,114.01,2150,1398
TUAPSE,44.1,39.07,2020,48
TUAPSE,44.1,39.07,2030,93
TUAPSE,44.1,39.07,2040,149
TUAPSE,44.1,39.07,2050,214
TUAPSE,44.1,39.07,2060,282
TUAPSE,44.1,39.07,2070,356
TUAPSE,44.1,39.07,2080,442
TUAPSE,44.1,39.07,2090,551
TUAPSE,44.1,39.07,2100,666
TUAPSE,44.1,39.07,2110,737
TUAPSE,44.1,39.07,2120,844
TUAPSE,44.1,39.07,2130,949
TUAPSE,44.1,39.07,2140,1050
TUAPSE,44.1,39.07,2150,1147
TUAS,1.28,103.67,2020,51
TUAS,1.28,103.67,2030,103
TUAS,1.28,103.67,2040,166
TUAS,1.28,103.67,2050,242
TUAS,1.28,103.67,2060,320
TUAS,1.28,103.67,2070,420
TUAS,1.28,103.67,2080,534
TUAS,1.28,103.67,2090,664
TUAS,1.28,103.67,2100,812
TUAS,1.28,103.67,2110,914
TUAS,1.28,103.67,2120,1046
TUAS,1.28,103.67,2130,1174
TUAS,1.28,103.67,2140,1294
TUAS,1.28,103.67,2150,1408
TUKTOYAKTUK,69.42,-132.97,2020,64
TUKTOYAKTUK,69.42,-132.97,2030,122
TUKTOYAKTUK,69.42,-132.97,2040,185
TUKTOYAKTUK,69.42,-132.97,2050,257
TUKTOYAKTUK,69.42,-132.97,2060,338
TUKTOYAKTUK,69.42,-132.97,2070,434
TUKTOYAKTUK,69.42,-132.97,2080,540
TUKTOYAKTUK,69.42,-132.97,2090,670
TUKTOYAKTUK,69.42,-132.97,2100,816
TUKTOYAKTUK,69.42,-132.97,2110,868
TUKTOYAKTUK,69.42,-132.97,2120,970
TUKTOYAKTUK,69.42,-132.97,2130,1070
TUKTOYAKTUK,69.42,-132.97,2140,1169
TUKTOYAKTUK,69.42,-132.97,2150,1268
TUMACO,1.83,-78.73,2020,52
TUMACO,1.83,-78.73,2030,101
TUMACO,1.83,-78.73,2040,162
TUMACO,1.83,-78.73,2050,240
TUMACO,1.83,-78.73,2060,317
TUMACO,1.83,-78.73,2070,414
TUMACO,1.83,-78.73,2080,522
TUMACO,1.83,-78.73,2090,649
TUMACO,1.83,-78.73,2100,776
TUMACO,1.83,-78.73,2110,876
TUMACO,1.83,-78.73,2120,1003
TUMACO,1.83,-78.73,2130,1124
TUMACO,1.83,-78.73,2140,1239
TUMACO,1.83,-78.73,2150,1349
TURKU,60.43,22.1,2020,72
TURKU,60.43,22.1,2030,130
TURKU,60.43,22.1,2040,198
TURKU,60.43,22.1,2050,269
TURKU,60.43,22.1,2060,348
TURKU,60.43,22.1,2070,442
TURKU,60.43,22.1,2080,546
TURKU,60.43,22.1,2090,664
TURKU,60.43,22.1,2100,794
TURKU,60.43,22.1,2110,851
TURKU,60.43,22.1,2120,960
TURKU,60.43,22.1,2130,1069
TURKU,60.43,22.1,2140,1175
TURKU,60.43,22.1,2150,1277
TURTLE_HEAD,-10.52,142.21,2020,50
TURTLE_HEAD,-10.52,142.21,2030,104
TURTLE_HEAD,-10.52,142.21,2040,166
TURTLE_HEAD,-10.52,142.21,2050,242
TURTLE_HEAD,-10.52,142.21,2060,322
TURTLE_HEAD,-10.52,142.21,2070,423
TURTLE_HEAD,-10.52,142.21,2080,535
TURTLE_HEAD,-10.52,142.21,2090,666
TURTLE_HEAD,-10.52,142.21,2100,826
TURTLE_HEAD,-10.52,142.21,2110,930
TURTLE_HEAD,-10.52,142.21,2120,1064
TURTLE_HEAD,-10.52,142.21,2130,1192
TURTLE_HEAD,-10.52,142.21,2140,1312
TURTLE_HEAD,-10.52,142.21,2150,1427
TUTICORIN,8.75,78.2,2020,51
TUTICORIN,8.75,78.2,2030,103
TUTICORIN,8.75,78.2,2040,166
TUTICORIN,8.75,78.2,2050,242
TUTICORIN,8.75,78.2,2060,320
TUTICORIN,8.75,78.2,2070,418
TUTICORIN,8.75,78.2,2080,528
TUTICORIN,8.75,78.2,2090,661
TUTICORIN,8.75,78.2,2100,812
TUTICORIN,8.75,78.2,2110,911
TUTICORIN,8.75,78.2,2120,1041
TUTICORIN,8.75,78.2,2130,1167
TUTICORIN,8.75,78.2,2140,1288
TUTICORIN,8.75,78.2,2150,1404
TUXPAN,21,-97.33,2020,63
TUXPAN,21,-97.33,2030,120
TUXPAN,21,-97.33,2040,190
TUXPAN,21,-97.33,2050,272
TUXPAN,21,-97.33,2060,350
TUXPAN,21,-97.33,2070,449
TUXPAN,21,-97.33,2080,561
TUXPAN,21,-97.33,2090,685
TUXPAN,21,-97.33,2100,823
TUXPAN,21,-97.33,2110,920
TUXPAN,21,-97.33,2120,1048
TUXPAN,21,-97.33,2130,1174
TUXPAN,21,-97.33,2140,1290
TUXPAN,21,-97.33,2150,1402
TVARMINNE,59.85,23.25,2020,73
TVARMINNE,59.85,23.25,2030,130
TVARMINNE,59.85,23.25,2040,199
TVARMINNE,59.85,23.25,2050,270
TVARMINNE,59.85,23.25,2060,349
TVARMINNE,59.85,23.25,2070,444
TVARMINNE,59.85,23.25,2080,550
TVARMINNE,59.85,23.25,2090,670
TVARMINNE,59.85,23.25,2100,802
TVARMINNE,59.85,23.25,2110,861
TVARMINNE,59.85,23.25,2120,972
TVARMINNE,59.85,23.25,2130,1082
TVARMINNE,59.85,23.25,2140,1188
TVARMINNE,59.85,23.25,2150,1292
TWEED_HEADS,-28.17,153.55,2020,54
TWEED_HEADS,-28.17,153.55,2030,107
